,country,indicator_value,year,value
418,BR,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",2005,71.753
419,BR,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",2004,71.131
420,BR,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",2003,70.72
421,BR,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",2002,70.41
422,BR,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",2001,70.195
423,BR,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",2000,69.737
424,BR,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",1999,69.524
425,BR,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",1998,69.189
426,BR,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",1997,68.813
427,BR,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",1996,68.409
428,BR,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",1995,67.919
429,BR,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",1994,67.568
430,BR,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",1993,67.109
431,BR,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",1992,66.708
432,BR,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",1991,66.31
433,BR,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",1990,65.985
434,BR,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",1989,65.868
435,BR,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",1988,65.454
436,BR,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",1987,65.08
437,BR,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",1986,64.64
438,BR,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",1985,64.198
439,BR,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",1984,63.773
440,BR,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",1983,63.331
441,BR,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",1982,62.856
442,BR,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",1981,62.333
443,BR,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",1980,61.781
444,BR,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",1979,61.253
445,BR,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",1978,60.72
446,BR,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",1977,60.24
447,BR,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",1976,59.792
448,BR,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",1975,59.353
449,BR,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",1974,58.881
451,BR,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",2022,74606361830.23
452,BR,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",2021,46440503520.19
453,BR,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",2020,38270116307.45
454,BR,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",2019,69174411753.43
455,BR,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",2018,78162724370.35
456,BR,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",2017,68885491315.23
457,BR,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",2016,74294627801.19
458,BR,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",2015,64738153494.44
459,BR,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",2014,87713983217.24
460,BR,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",2013,75211029129.4
461,BR,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",2012,92568388321.34
462,BR,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",2011,102427228231.42
463,BR,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",2010,82389932468.07
464,BR,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",2009,31480931700.0
465,BR,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",2008,50716402711.4787
466,BR,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",2007,44579492463.6336
467,BR,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",2006,19418085598.0794
468,BR,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",2005,15459981604.1196
469,BR,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",2004,18161380459.7533
470,BR,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",2003,10123013670.9901
471,BR,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",2002,16586600193.114
472,BR,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",2001,23225846372.251
473,BR,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",2000,32994718699.75
474,BR,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",1999,28385675614.9902
475,BR,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",1998,28855609916.42
476,BR,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",1997,18992934310.6468
477,BR,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",1996,12552000000.0
478,BR,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",1995,4859000000.0
479,BR,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",1994,3072000000.0
480,BR,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",1993,1292000000.0
481,BR,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",1992,2061000000.0
482,BR,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",1991,1103000000.0
483,BR,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",1990,989000000.0
484,BR,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",1989,1131000000.0
485,BR,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",1988,2804000000.0
486,BR,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",1987,1169000000.0
487,BR,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",1986,345000000.0
488,BR,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",1985,1441000000.0
489,BR,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",1984,1594000000.0
490,BR,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",1983,1609000000.0
491,BR,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",1982,2910000000.0
492,BR,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",1981,2520000000.0
493,BR,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",1980,1911000000.0
494,BR,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",1979,2419000000.0
495,BR,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",1978,2006000000.0
496,BR,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",1977,1833000000.0
497,BR,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",1976,1555000000.0
498,BR,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",1975,1302000000.0
499,BR,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",1974,1207900000.0
500,RU,GDP (current US$) [NY.GDP.MKTP.CD],2023,2021421476035.42
501,RU,GDP (current US$) [NY.GDP.MKTP.CD],2022,2266029240645.34
502,RU,GDP (current US$) [NY.GDP.MKTP.CD],2021,1843392293734.38
503,RU,GDP (current US$) [NY.GDP.MKTP.CD],2020,1493075894362.14
504,RU,GDP (current US$) [NY.GDP.MKTP.CD],2019,1693115002708.32
505,RU,GDP (current US$) [NY.GDP.MKTP.CD],2018,1657328773461.31
506,RU,GDP (current US$) [NY.GDP.MKTP.CD],2017,1574199360089.0
507,RU,GDP (current US$) [NY.GDP.MKTP.CD],2016,1276786350881.14
508,RU,GDP (current US$) [NY.GDP.MKTP.CD],2015,1363482182197.71
509,RU,GDP (current US$) [NY.GDP.MKTP.CD],2014,2059241589895.01
510,RU,GDP (current US$) [NY.GDP.MKTP.CD],2013,2292470078346.22
511,RU,GDP (current US$) [NY.GDP.MKTP.CD],2012,2208293553878.42
512,RU,GDP (current US$) [NY.GDP.MKTP.CD],2011,2045922753398.04
513,RU,GDP (current US$) [NY.GDP.MKTP.CD],2010,1524916715223.95
514,RU,GDP (current US$) [NY.GDP.MKTP.CD],2009,1222645900055.7
515,RU,GDP (current US$) [NY.GDP.MKTP.CD],2008,1660848058303.11
516,RU,GDP (current US$) [NY.GDP.MKTP.CD],2007,1299703478481.65
517,RU,GDP (current US$) [NY.GDP.MKTP.CD],2006,989932071352.543
518,RU,GDP (current US$) [NY.GDP.MKTP.CD],2005,764015973481.11
519,RU,GDP (current US$) [NY.GDP.MKTP.CD],2004,591016690732.385
520,RU,GDP (current US$) [NY.GDP.MKTP.CD],2003,430347420184.885
521,RU,GDP (current US$) [NY.GDP.MKTP.CD],2002,345470494417.863
522,RU,GDP (current US$) [NY.GDP.MKTP.CD],2001,306602070620.5
523,RU,GDP (current US$) [NY.GDP.MKTP.CD],2000,259710142196.943
524,RU,GDP (current US$) [NY.GDP.MKTP.CD],1999,195907128350.934
525,RU,GDP (current US$) [NY.GDP.MKTP.CD],1998,270955486862.442
526,RU,GDP (current US$) [NY.GDP.MKTP.CD],1997,404928954191.876
527,RU,GDP (current US$) [NY.GDP.MKTP.CD],1996,391724890744.498
528,RU,GDP (current US$) [NY.GDP.MKTP.CD],1995,395537185734.854
529,RU,GDP (current US$) [NY.GDP.MKTP.CD],1994,395077301248.464
530,RU,GDP (current US$) [NY.GDP.MKTP.CD],1993,435083713850.837
531,RU,GDP (current US$) [NY.GDP.MKTP.CD],1992,460290556900.726
532,RU,GDP (current US$) [NY.GDP.MKTP.CD],1991,517962962962.963
533,RU,GDP (current US$) [NY.GDP.MKTP.CD],1990,517014446227.929
534,RU,GDP (current US$) [NY.GDP.MKTP.CD],1989,506631299734.748
535,RU,GDP (current US$) [NY.GDP.MKTP.CD],1988,554828660436.137
550,RU,GDP per capita (current US$) [NY.GDP.PCAP.CD],2023,13817.0458984375
551,RU,GDP per capita (current US$) [NY.GDP.PCAP.CD],2022,15445.2421875
552,RU,GDP per capita (current US$) [NY.GDP.PCAP.CD],2021,12521.5224609375
553,RU,GDP per capita (current US$) [NY.GDP.PCAP.CD],2020,10108.3271484375
554,RU,GDP per capita (current US$) [NY.GDP.PCAP.CD],2019,11447.701171875
555,RU,GDP per capita (current US$) [NY.GDP.PCAP.CD],2018,11211.8876953125
556,RU,GDP per capita (current US$) [NY.GDP.PCAP.CD],2017,10658.9130859375
557,RU,GDP per capita (current US$) [NY.GDP.PCAP.CD],2016,8663.158203125
558,RU,GDP per capita (current US$) [NY.GDP.PCAP.CD],2015,9277.7138671875
559,RU,GDP per capita (current US$) [NY.GDP.PCAP.CD],2014,14055.47265625
560,RU,GDP per capita (current US$) [NY.GDP.PCAP.CD],2013,15941.4482421875
561,RU,GDP per capita (current US$) [NY.GDP.PCAP.CD],2012,15401.8515625
562,RU,GDP per capita (current US$) [NY.GDP.PCAP.CD],2011,14305.33203125
563,RU,GDP per capita (current US$) [NY.GDP.PCAP.CD],2010,10674.990234375
564,RU,GDP per capita (current US$) [NY.GDP.PCAP.CD],2009,8562.82421875
565,RU,GDP per capita (current US$) [NY.GDP.PCAP.CD],2008,11635.2841796875
566,RU,GDP per capita (current US$) [NY.GDP.PCAP.CD],2007,9101.2392578125
567,RU,GDP per capita (current US$) [NY.GDP.PCAP.CD],2006,6920.19970703125
568,RU,GDP per capita (current US$) [NY.GDP.PCAP.CD],2005,5323.455078125
569,RU,GDP per capita (current US$) [NY.GDP.PCAP.CD],2004,4102.36474609375
570,RU,GDP per capita (current US$) [NY.GDP.PCAP.CD],2003,2975.123046875
571,RU,GDP per capita (current US$) [NY.GDP.PCAP.CD],2002,2377.52954101563
572,RU,GDP per capita (current US$) [NY.GDP.PCAP.CD],2001,2100.3525390625
573,RU,GDP per capita (current US$) [NY.GDP.PCAP.CD],2000,1771.59411621094
574,RU,GDP per capita (current US$) [NY.GDP.PCAP.CD],1999,1330.75720214844
575,RU,GDP per capita (current US$) [NY.GDP.PCAP.CD],1998,1834.86181640625
576,RU,GDP per capita (current US$) [NY.GDP.PCAP.CD],1997,2737.57202148438
577,RU,GDP per capita (current US$) [NY.GDP.PCAP.CD],1996,2643.92919921875
578,RU,GDP per capita (current US$) [NY.GDP.PCAP.CD],1995,2665.77978515625
579,RU,GDP per capita (current US$) [NY.GDP.PCAP.CD],1994,2662.10400390625
580,RU,GDP per capita (current US$) [NY.GDP.PCAP.CD],1993,2930.67016601563
581,RU,GDP per capita (current US$) [NY.GDP.PCAP.CD],1992,3098.802734375
582,RU,GDP per capita (current US$) [NY.GDP.PCAP.CD],1991,3490.45239257813
583,RU,GDP per capita (current US$) [NY.GDP.PCAP.CD],1990,3494.06323242188
584,RU,GDP per capita (current US$) [NY.GDP.PCAP.CD],1989,3429.64990234375
585,RU,GDP per capita (current US$) [NY.GDP.PCAP.CD],1988,3778.01977539063
600,RU,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",2023,3.325
601,RU,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",2022,3.867
602,RU,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",2021,4.715
603,RU,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",2020,5.589
604,RU,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",2019,4.496
605,RU,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",2018,4.846
606,RU,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",2017,5.212
607,RU,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",2016,5.559
608,RU,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",2015,5.571
609,RU,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",2014,5.16
610,RU,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",2013,5.458
611,RU,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",2012,5.436
612,RU,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",2011,6.536
613,RU,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",2010,7.369
614,RU,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",2009,8.301
615,RU,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",2008,6.205
616,RU,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",2007,6.002
617,RU,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",2006,7.055
618,RU,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",2005,7.124
619,RU,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",2004,7.763
620,RU,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",2003,8.21
621,RU,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",2002,7.875
622,RU,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",2001,8.978
623,RU,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",2000,10.581
624,RU,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",1999,13.036
625,RU,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",1998,13.261
626,RU,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",1997,11.813
627,RU,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",1996,9.665
628,RU,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",1995,9.449
629,RU,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",1994,8.131
630,RU,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",1993,5.883
631,RU,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",1992,5.181
632,RU,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",1991,5.133
652,RU,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",2021,6.69445891957637
653,RU,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",2020,3.38165937237877
654,RU,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",2019,4.47036660760193
655,RU,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",2018,2.87829723647867
656,RU,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",2017,3.68332944412253
657,RU,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",2016,7.04244762954774
658,RU,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",2015,15.5344050528405
659,RU,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",2014,7.82341183865533
660,RU,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",2013,6.75371026220899
661,RU,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",2012,5.0747430079914
662,RU,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",2011,8.4404648593256
663,RU,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",2010,6.84939230255067
664,RU,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",2009,11.6473295764118
665,RU,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",2008,14.1107677840443
666,RU,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",2007,9.00729868861072
667,RU,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",2006,9.66865454789263
668,RU,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",2005,12.685303950735
669,RU,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",2004,10.8886157326216
670,RU,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",2003,13.6632930228665
671,RU,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",2002,15.7887307914464
672,RU,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",2001,21.4770072117157
673,RU,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",2000,20.7987606558706
674,RU,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",1999,85.7464940960637
675,RU,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",1998,27.6856798076741
676,RU,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",1997,14.7613292688059
677,RU,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",1996,47.7520122009939
678,RU,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",1995,197.41426808425
679,RU,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",1994,307.722635553194
680,RU,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",1993,874.245720380189
700,RU,"GNI per capita, Atlas method (current US$) [NY.GNP.PCAP.CD]",2023,14250.0
701,RU,"GNI per capita, Atlas method (current US$) [NY.GNP.PCAP.CD]",2022,12810.0
702,RU,"GNI per capita, Atlas method (current US$) [NY.GNP.PCAP.CD]",2021,11720.0
703,RU,"GNI per capita, Atlas method (current US$) [NY.GNP.PCAP.CD]",2020,10660.0
704,RU,"GNI per capita, Atlas method (current US$) [NY.GNP.PCAP.CD]",2019,11190.0
705,RU,"GNI per capita, Atlas method (current US$) [NY.GNP.PCAP.CD]",2018,10180.0
706,RU,"GNI per capita, Atlas method (current US$) [NY.GNP.PCAP.CD]",2017,9160.0
707,RU,"GNI per capita, Atlas method (current US$) [NY.GNP.PCAP.CD]",2016,9680.0
708,RU,"GNI per capita, Atlas method (current US$) [NY.GNP.PCAP.CD]",2015,11740.0
709,RU,"GNI per capita, Atlas method (current US$) [NY.GNP.PCAP.CD]",2014,14590.0
710,RU,"GNI per capita, Atlas method (current US$) [NY.GNP.PCAP.CD]",2013,15160.0
711,RU,"GNI per capita, Atlas method (current US$) [NY.GNP.PCAP.CD]",2012,13470.0
712,RU,"GNI per capita, Atlas method (current US$) [NY.GNP.PCAP.CD]",2011,11060.0
