,country,indicator_value,year,value
1357,IN,External balance on goods and services (current US$) [NE.RSB.GNFS.CD],2016,-40526477691.9238
1358,IN,External balance on goods and services (current US$) [NE.RSB.GNFS.CD],2015,-48309654578.3717
1359,IN,External balance on goods and services (current US$) [NE.RSB.GNFS.CD],2014,-60893612907.7324
1360,IN,External balance on goods and services (current US$) [NE.RSB.GNFS.CD],2013,-55375035765.8071
1361,IN,External balance on goods and services (current US$) [NE.RSB.GNFS.CD],2012,-122906076681.132
1362,IN,External balance on goods and services (current US$) [NE.RSB.GNFS.CD],2011,-119283327194.816
1363,IN,External balance on goods and services (current US$) [NE.RSB.GNFS.CD],2010,-74620856172.5351
1364,IN,External balance on goods and services (current US$) [NE.RSB.GNFS.CD],2009,-73425843079.1054
1365,IN,External balance on goods and services (current US$) [NE.RSB.GNFS.CD],2008,-62024910978.4082
1366,IN,External balance on goods and services (current US$) [NE.RSB.GNFS.CD],2007,-49726426539.3318
1367,IN,External balance on goods and services (current US$) [NE.RSB.GNFS.CD],2006,-29981104763.5886
1368,IN,External balance on goods and services (current US$) [NE.RSB.GNFS.CD],2005,-22898356562.5501
1369,IN,External balance on goods and services (current US$) [NE.RSB.GNFS.CD],2004,-12662376776.6838
1370,IN,External balance on goods and services (current US$) [NE.RSB.GNFS.CD],2003,-4233294134.79524
1371,IN,External balance on goods and services (current US$) [NE.RSB.GNFS.CD],2002,-5045863334.09825
1372,IN,External balance on goods and services (current US$) [NE.RSB.GNFS.CD],2001,-4254860905.48757
1373,IN,External balance on goods and services (current US$) [NE.RSB.GNFS.CD],2000,-4245772553.85266
1374,IN,External balance on goods and services (current US$) [NE.RSB.GNFS.CD],1999,-8770221354.34094
1375,IN,External balance on goods and services (current US$) [NE.RSB.GNFS.CD],1998,-7005099303.37479
1376,IN,External balance on goods and services (current US$) [NE.RSB.GNFS.CD],1997,-5148241778.54987
1377,IN,External balance on goods and services (current US$) [NE.RSB.GNFS.CD],1996,-4554261385.02672
1378,IN,External balance on goods and services (current US$) [NE.RSB.GNFS.CD],1995,-4249570649.91894
1379,IN,External balance on goods and services (current US$) [NE.RSB.GNFS.CD],1994,-988286716.27677
1380,IN,External balance on goods and services (current US$) [NE.RSB.GNFS.CD],1993,47187344.1502455
1381,IN,External balance on goods and services (current US$) [NE.RSB.GNFS.CD],1992,-2153620947.4925
1382,IN,External balance on goods and services (current US$) [NE.RSB.GNFS.CD],1991,2039268.14744724
1383,IN,External balance on goods and services (current US$) [NE.RSB.GNFS.CD],1990,-4492297406.46851
1384,IN,External balance on goods and services (current US$) [NE.RSB.GNFS.CD],1989,-3362657410.3865
1385,IN,External balance on goods and services (current US$) [NE.RSB.GNFS.CD],1988,-4211604784.44382
1386,IN,External balance on goods and services (current US$) [NE.RSB.GNFS.CD],1987,-3838531827.11956
1387,IN,External balance on goods and services (current US$) [NE.RSB.GNFS.CD],1986,-4548547295.97622
1388,IN,External balance on goods and services (current US$) [NE.RSB.GNFS.CD],1985,-5559179686.36682
1389,IN,External balance on goods and services (current US$) [NE.RSB.GNFS.CD],1984,-3060529242.73438
1390,IN,External balance on goods and services (current US$) [NE.RSB.GNFS.CD],1983,-4398713512.06048
1391,IN,External balance on goods and services (current US$) [NE.RSB.GNFS.CD],1982,-4334108792.25847
1392,IN,External balance on goods and services (current US$) [NE.RSB.GNFS.CD],1981,-5098906809.1628
1393,IN,External balance on goods and services (current US$) [NE.RSB.GNFS.CD],1980,-5786386673.29392
1394,IN,External balance on goods and services (current US$) [NE.RSB.GNFS.CD],1979,-2171813476.63505
1395,IN,External balance on goods and services (current US$) [NE.RSB.GNFS.CD],1978,-375331507.288682
1396,IN,External balance on goods and services (current US$) [NE.RSB.GNFS.CD],1977,143648829.764224
1397,IN,External balance on goods and services (current US$) [NE.RSB.GNFS.CD],1976,587355938.369916
1398,IN,External balance on goods and services (current US$) [NE.RSB.GNFS.CD],1975,-984594448.204727
1399,IN,External balance on goods and services (current US$) [NE.RSB.GNFS.CD],1974,-1183618321.20793
1401,IN,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",2022,67.744
1402,IN,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",2021,67.24
1403,IN,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",2020,70.15
1404,IN,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",2019,70.91
1405,IN,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",2018,70.71
1406,IN,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",2017,70.467
1407,IN,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",2016,70.117
1408,IN,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",2015,69.636
1409,IN,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",2014,69.074
1410,IN,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",2013,68.46
1411,IN,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",2012,67.887
1412,IN,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",2011,67.359
1413,IN,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",2010,66.909
1414,IN,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",2009,66.513
1415,IN,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",2008,66.149
1416,IN,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",2007,65.788
1417,IN,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",2006,65.412
1418,IN,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",2005,64.996
1419,IN,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",2004,64.524
1420,IN,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",2003,64.094
1421,IN,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",2002,63.616
1422,IN,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",2001,63.091
1423,IN,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",2000,62.669
1424,IN,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",1999,62.207
1425,IN,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",1998,61.792
1426,IN,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",1997,61.388
1427,IN,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",1996,60.984
1428,IN,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",1995,60.596
1429,IN,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",1994,60.216
1430,IN,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",1993,59.815
1431,IN,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",1992,59.452
1432,IN,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",1991,59.055
1433,IN,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",1990,58.652
1434,IN,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",1989,58.233
1435,IN,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",1988,57.777
1436,IN,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",1987,57.315
1437,IN,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",1986,56.835
1438,IN,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",1985,56.334
1439,IN,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",1984,55.816
1440,IN,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",1983,55.281
1441,IN,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",1982,54.732
1442,IN,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",1981,54.175
1443,IN,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",1980,53.611
1444,IN,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",1979,53.06
1445,IN,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",1978,52.492
1446,IN,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",1977,51.909
1447,IN,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",1976,51.388
1448,IN,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",1975,50.812
1449,IN,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",1974,50.244
1451,IN,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",2022,49940258404.266
1452,IN,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",2021,44727277562.881
1453,IN,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",2020,64362364994.3754
1454,IN,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",2019,50610647353.5912
1455,IN,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",2018,42117450737.2644
1456,IN,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",2017,39966091358.7384
1457,IN,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",2016,44458571545.798
1458,IN,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",2015,44009492129.5319
1459,IN,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",2014,34576643694.1383
1460,IN,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",2013,28153031270.3203
1461,IN,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",2012,23995685014.2142
1462,IN,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",2011,36498654597.8589
1463,IN,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",2010,27396885033.7839
1464,IN,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",2009,35581372929.6642
1465,IN,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",2008,43406277075.8109
1466,IN,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",2007,25227740886.6819
1467,IN,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",2006,20029119267.1396
1468,IN,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",2005,7269407225.61438
1469,IN,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",2004,5429250989.85717
1470,IN,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",2003,3681984671.43429
1471,IN,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",2002,5208967106.27894
1472,IN,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",2001,5128093561.62688
1473,IN,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",2000,3584217307.18756
1474,IN,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",1999,2168591054.37924
1475,IN,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",1998,2634651657.77141
1476,IN,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",1997,3577330042.34586
1477,IN,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",1996,2426057021.91092
1478,IN,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",1995,2143628110.28392
1479,IN,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",1994,973271468.722874
1480,IN,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",1993,550370024.929383
1481,IN,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",1992,276512438.973893
1482,IN,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",1991,73537638.3885329
1483,IN,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",1990,236690000.0
1484,IN,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",1989,252099999.9
1485,IN,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",1988,91250000.0
1486,IN,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",1987,212319999.9
1487,IN,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",1986,117730000.0
1488,IN,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",1985,106090000.0
1489,IN,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",1984,19239999.9
1490,IN,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",1983,5639999.9
1491,IN,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",1982,72079999.9
1492,IN,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",1981,91920000.0
1493,IN,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",1980,79159999.9
1494,IN,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",1979,48570000.0
1495,IN,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",1978,18090000.0
1496,IN,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",1977,-36060000.0
1497,IN,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",1976,-7706430.54257424
1498,IN,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",1975,-10326246.7051639
1499,IN,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",1974,56969999.9
1500,CN,GDP (current US$) [NY.GDP.MKTP.CD],2023,17794781986104.5
1501,CN,GDP (current US$) [NY.GDP.MKTP.CD],2022,17881783387000.9
1502,CN,GDP (current US$) [NY.GDP.MKTP.CD],2021,17820459508852.2
1503,CN,GDP (current US$) [NY.GDP.MKTP.CD],2020,14687744162801.0
1504,CN,GDP (current US$) [NY.GDP.MKTP.CD],2019,14279968506271.7
1505,CN,GDP (current US$) [NY.GDP.MKTP.CD],2018,13894907857880.6
1506,CN,GDP (current US$) [NY.GDP.MKTP.CD],2017,12310491333980.9
1507,CN,GDP (current US$) [NY.GDP.MKTP.CD],2016,11233313730348.7
1508,CN,GDP (current US$) [NY.GDP.MKTP.CD],2015,11061572618578.7
1509,CN,GDP (current US$) [NY.GDP.MKTP.CD],2014,10475624944355.2
1510,CN,GDP (current US$) [NY.GDP.MKTP.CD],2013,9570471111831.68
1511,CN,GDP (current US$) [NY.GDP.MKTP.CD],2012,8532185381680.59
1512,CN,GDP (current US$) [NY.GDP.MKTP.CD],2011,7551545703440.75
1513,CN,GDP (current US$) [NY.GDP.MKTP.CD],2010,6087191746679.49
1514,CN,GDP (current US$) [NY.GDP.MKTP.CD],2009,5101691124285.21
1515,CN,GDP (current US$) [NY.GDP.MKTP.CD],2008,4594336785737.67
1516,CN,GDP (current US$) [NY.GDP.MKTP.CD],2007,3550327802998.4
1517,CN,GDP (current US$) [NY.GDP.MKTP.CD],2006,2752118657184.02
1518,CN,GDP (current US$) [NY.GDP.MKTP.CD],2005,2285961149879.85
1519,CN,GDP (current US$) [NY.GDP.MKTP.CD],2004,1955346768721.39
1520,CN,GDP (current US$) [NY.GDP.MKTP.CD],2003,1660280543846.79
1521,CN,GDP (current US$) [NY.GDP.MKTP.CD],2002,1470557654799.95
1522,CN,GDP (current US$) [NY.GDP.MKTP.CD],2001,1339400897105.11
1523,CN,GDP (current US$) [NY.GDP.MKTP.CD],2000,1211331651866.09
1524,CN,GDP (current US$) [NY.GDP.MKTP.CD],1999,1094003874937.34
1525,CN,GDP (current US$) [NY.GDP.MKTP.CD],1998,1029060747620.65
1526,CN,GDP (current US$) [NY.GDP.MKTP.CD],1997,961601980984.623
1527,CN,GDP (current US$) [NY.GDP.MKTP.CD],1996,863749314718.538
1528,CN,GDP (current US$) [NY.GDP.MKTP.CD],1995,734484834573.582
1529,CN,GDP (current US$) [NY.GDP.MKTP.CD],1994,564321854521.013
1530,CN,GDP (current US$) [NY.GDP.MKTP.CD],1993,444731282435.515
1531,CN,GDP (current US$) [NY.GDP.MKTP.CD],1992,426915712715.856
1532,CN,GDP (current US$) [NY.GDP.MKTP.CD],1991,383373318083.624
1533,CN,GDP (current US$) [NY.GDP.MKTP.CD],1990,360857912565.966
1534,CN,GDP (current US$) [NY.GDP.MKTP.CD],1989,347768051311.741
1535,CN,GDP (current US$) [NY.GDP.MKTP.CD],1988,312353631207.819
1536,CN,GDP (current US$) [NY.GDP.MKTP.CD],1987,272972974764.574
1537,CN,GDP (current US$) [NY.GDP.MKTP.CD],1986,300758100107.246
1538,CN,GDP (current US$) [NY.GDP.MKTP.CD],1985,309488028132.653
1539,CN,GDP (current US$) [NY.GDP.MKTP.CD],1984,259946510957.143
1540,CN,GDP (current US$) [NY.GDP.MKTP.CD],1983,230686747153.257
1541,CN,GDP (current US$) [NY.GDP.MKTP.CD],1982,205089699858.779
1542,CN,GDP (current US$) [NY.GDP.MKTP.CD],1981,195866382432.54
1543,CN,GDP (current US$) [NY.GDP.MKTP.CD],1980,191149211575.0
1544,CN,GDP (current US$) [NY.GDP.MKTP.CD],1979,178280594413.043
1545,CN,GDP (current US$) [NY.GDP.MKTP.CD],1978,149540752829.268
1546,CN,GDP (current US$) [NY.GDP.MKTP.CD],1977,174935933078.663
1547,CN,GDP (current US$) [NY.GDP.MKTP.CD],1976,153939265947.775
1548,CN,GDP (current US$) [NY.GDP.MKTP.CD],1975,163429530659.638
1549,CN,GDP (current US$) [NY.GDP.MKTP.CD],1974,144188970821.072
1550,CN,GDP per capita (current US$) [NY.GDP.PCAP.CD],2023,12614.0609948923
1551,CN,GDP per capita (current US$) [NY.GDP.PCAP.CD],2022,12662.5831692254
1552,CN,GDP per capita (current US$) [NY.GDP.PCAP.CD],2021,12617.5051041181
1553,CN,GDP per capita (current US$) [NY.GDP.PCAP.CD],2020,10408.7195541075
1554,CN,GDP per capita (current US$) [NY.GDP.PCAP.CD],2019,10143.8602206165
1555,CN,GDP per capita (current US$) [NY.GDP.PCAP.CD],2018,9905.40638304527
1556,CN,GDP per capita (current US$) [NY.GDP.PCAP.CD],2017,8817.04560829162
1557,CN,GDP per capita (current US$) [NY.GDP.PCAP.CD],2016,8094.39016735149
1558,CN,GDP per capita (current US$) [NY.GDP.PCAP.CD],2015,8016.44559489998
1559,CN,GDP per capita (current US$) [NY.GDP.PCAP.CD],2014,7636.07434020616
1560,CN,GDP per capita (current US$) [NY.GDP.PCAP.CD],2013,7020.3860742288
1561,CN,GDP per capita (current US$) [NY.GDP.PCAP.CD],2012,6300.58217951734
1562,CN,GDP per capita (current US$) [NY.GDP.PCAP.CD],2011,5614.38602225277
1563,CN,GDP per capita (current US$) [NY.GDP.PCAP.CD],2010,4550.47394356715
1564,CN,GDP per capita (current US$) [NY.GDP.PCAP.CD],2009,3832.2274569094
1565,CN,GDP per capita (current US$) [NY.GDP.PCAP.CD],2008,3468.32706307504
1566,CN,GDP per capita (current US$) [NY.GDP.PCAP.CD],2007,2693.95873160283
1567,CN,GDP per capita (current US$) [NY.GDP.PCAP.CD],2006,2099.2194300499
1568,CN,GDP per capita (current US$) [NY.GDP.PCAP.CD],2005,1753.41419160544
1569,CN,GDP per capita (current US$) [NY.GDP.PCAP.CD],2004,1508.66791560781
1570,CN,GDP per capita (current US$) [NY.GDP.PCAP.CD],2003,1288.63749134336
1571,CN,GDP per capita (current US$) [NY.GDP.PCAP.CD],2002,1148.51425710711
1572,CN,GDP per capita (current US$) [NY.GDP.PCAP.CD],2001,1053.11231442789
1573,CN,GDP per capita (current US$) [NY.GDP.PCAP.CD],2000,959.360431369138
1574,CN,GDP per capita (current US$) [NY.GDP.PCAP.CD],1999,873.292336318005
1575,CN,GDP per capita (current US$) [NY.GDP.PCAP.CD],1998,828.594691043134
1576,CN,GDP per capita (current US$) [NY.GDP.PCAP.CD],1997,781.74256121344
1577,CN,GDP per capita (current US$) [NY.GDP.PCAP.CD],1996,709.415888233368
1578,CN,GDP per capita (current US$) [NY.GDP.PCAP.CD],1995,609.604337927454
1579,CN,GDP per capita (current US$) [NY.GDP.PCAP.CD],1994,473.489916407064
1580,CN,GDP per capita (current US$) [NY.GDP.PCAP.CD],1993,377.3898394789
1581,CN,GDP per capita (current US$) [NY.GDP.PCAP.CD],1992,366.460692306116
1582,CN,GDP per capita (current US$) [NY.GDP.PCAP.CD],1991,333.142145400184
1583,CN,GDP per capita (current US$) [NY.GDP.PCAP.CD],1990,317.884673040928
1584,CN,GDP per capita (current US$) [NY.GDP.PCAP.CD],1989,310.8819124049
1585,CN,GDP per capita (current US$) [NY.GDP.PCAP.CD],1988,283.537695240524
1586,CN,GDP per capita (current US$) [NY.GDP.PCAP.CD],1987,251.811956961329
1587,CN,GDP per capita (current US$) [NY.GDP.PCAP.CD],1986,281.928120911563
1588,CN,GDP per capita (current US$) [NY.GDP.PCAP.CD],1985,294.45884850496
1589,CN,GDP per capita (current US$) [NY.GDP.PCAP.CD],1984,250.713969046988
1590,CN,GDP per capita (current US$) [NY.GDP.PCAP.CD],1983,225.431928890812
1591,CN,GDP per capita (current US$) [NY.GDP.PCAP.CD],1982,203.334919503464
1592,CN,GDP per capita (current US$) [NY.GDP.PCAP.CD],1981,197.071474499102
1593,CN,GDP per capita (current US$) [NY.GDP.PCAP.CD],1980,194.804722186836
1594,CN,GDP per capita (current US$) [NY.GDP.PCAP.CD],1979,183.983152215978
1595,CN,GDP per capita (current US$) [NY.GDP.PCAP.CD],1978,156.396388520044
1596,CN,GDP per capita (current US$) [NY.GDP.PCAP.CD],1977,185.420537363904
1597,CN,GDP per capita (current US$) [NY.GDP.PCAP.CD],1976,165.404262395736
1598,CN,GDP per capita (current US$) [NY.GDP.PCAP.CD],1975,178.339614096146
1599,CN,GDP per capita (current US$) [NY.GDP.PCAP.CD],1974,160.147687922555
1600,CN,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",2023,4.67
1601,CN,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",2022,4.98
1602,CN,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",2021,4.55
1603,CN,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",2020,5.0
1604,CN,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",2019,4.56
1605,CN,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",2018,4.31
1606,CN,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",2017,4.47
1607,CN,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",2016,4.56
1608,CN,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",2015,4.65
1609,CN,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",2014,4.63
1610,CN,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",2013,4.6
1611,CN,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",2012,4.58
1612,CN,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",2011,4.55
1613,CN,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",2010,4.53
1614,CN,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",2009,4.72
1615,CN,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",2008,4.59
1616,CN,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",2007,4.35
1617,CN,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",2006,4.43
1618,CN,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",2005,4.52
1619,CN,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",2004,4.49
1620,CN,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",2003,4.58
1621,CN,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",2002,4.24
1622,CN,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",2001,3.8
1623,CN,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",2000,3.26
1624,CN,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",1999,3.25
1625,CN,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",1998,3.24
1626,CN,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",1997,3.23
1627,CN,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",1996,3.12
1628,CN,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",1995,3.0
1629,CN,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",1994,2.9
1630,CN,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",1993,2.69
1631,CN,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",1992,2.37
1632,CN,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",1991,2.37
1650,CN,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",2023,0.234836828893051
1651,CN,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",2022,1.97357555739051
1652,CN,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",2021,0.981015135544882
1653,CN,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",2020,2.41942189457782
1654,CN,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",2019,2.89923416358227
1655,CN,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",2018,2.07479039965576
1656,CN,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",2017,1.59313600071436
1657,CN,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",2016,2.00000182191943
1658,CN,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",2015,1.43702380935655
1659,CN,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",2014,1.92164162788521
1660,CN,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",2013,2.62105001748115
1661,CN,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",2012,2.61952432645541
1662,CN,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",2011,5.55389892257493
1663,CN,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",2010,3.17532475269199
1664,CN,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",2009,-0.728165250932898
1665,CN,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",2008,5.92525137041092
