country,indicator_value,year,value
RU,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",2005,65.529756097561
RU,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",2004,65.4709756097561
RU,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",2003,65.0275609756098
RU,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",2002,65.1287804878049
RU,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",2001,65.3834146341463
RU,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",2000,65.4836585365854
RU,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",1999,65.9821951219512
RU,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",1998,67.029756097561
RU,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",1997,66.6987804878049
RU,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",1996,65.8541463414634
RU,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",1995,64.6907317073171
RU,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",1994,64.4670731707317
RU,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",1993,64.9358536585366
RU,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",1992,66.8731707317073
RU,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",1991,68.4743902439024
RU,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",1990,68.8860975609756
RU,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",1989,69.1717073170732
RU,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",1988,69.4643902439024
RU,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",1987,69.44
RU,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",1986,69.389756097561
RU,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",1985,67.8568292682927
RU,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",1984,67.2026829268293
RU,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",1983,67.6526829268293
RU,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",1982,67.8060975609756
RU,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",1981,67.2639024390244
RU,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",1980,67.0339024390244
RU,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",1979,67.1143902439024
RU,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",1978,67.3909756097561
RU,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",1977,67.3763414634146
RU,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",1976,67.4875609756098
RU,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",1975,67.7239024390244
RU,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",1974,68.320243902439
RU,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",2023,
RU,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",2022,-39799830000.0
RU,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",2021,40449990000.0
RU,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",2020,9478810000.0
RU,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",2019,31974770000.0
RU,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",2018,8784850000.0
RU,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",2017,28557440000.0
RU,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",2016,32538900000.0
RU,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",2015,6852970000.0
RU,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",2014,22031340000.0
RU,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",2013,69218890000.0
RU,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",2012,50587560000.0
RU,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",2011,55083630000.0
RU,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",2010,43167780000.0
RU,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",2009,36583100000.0
RU,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",2008,74782910000.0
RU,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",2007,55873680000.0
RU,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",2006,37594770000.0
RU,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",2005,15508050000.0
RU,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",2004,15402990000.0
RU,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",2003,7928630000.0
RU,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",2002,3473830000.0
RU,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",2001,2847300000.0
RU,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",2000,2678030000.0
RU,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",1999,3256530000.0
RU,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",1998,2761360000.0
RU,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",1997,4864650000.0
RU,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",1996,2579330000.0
RU,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",1995,2065720000.0
RU,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",1994,689570000.0
RU,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",1993,1210782000.0
RU,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",1992,1161000000.0
RU,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",1991,
RU,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",1990,
RU,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",1989,
RU,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",1988,
RU,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",1987,
RU,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",1986,
RU,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",1985,
RU,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",1984,
RU,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",1983,
RU,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",1982,
RU,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",1981,
RU,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",1980,
RU,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",1979,
RU,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",1978,
RU,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",1977,
RU,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",1976,
RU,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",1975,
RU,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",1974,
IN,GDP (current US$) [NY.GDP.MKTP.CD],2023,3549918918777.53
IN,GDP (current US$) [NY.GDP.MKTP.CD],2022,3353470496885.95
IN,GDP (current US$) [NY.GDP.MKTP.CD],2021,3167270623260.52
IN,GDP (current US$) [NY.GDP.MKTP.CD],2020,2674851578586.86
IN,GDP (current US$) [NY.GDP.MKTP.CD],2019,2835606256558.84
IN,GDP (current US$) [NY.GDP.MKTP.CD],2018,2702929641648.14
IN,GDP (current US$) [NY.GDP.MKTP.CD],2017,2651474262755.59
IN,GDP (current US$) [NY.GDP.MKTP.CD],2016,2294796885663.67
IN,GDP (current US$) [NY.GDP.MKTP.CD],2015,2103588360044.39
IN,GDP (current US$) [NY.GDP.MKTP.CD],2014,2039126479155.27
IN,GDP (current US$) [NY.GDP.MKTP.CD],2013,1856721507621.46
IN,GDP (current US$) [NY.GDP.MKTP.CD],2012,1827637590410.95
IN,GDP (current US$) [NY.GDP.MKTP.CD],2011,1823051829895.13
IN,GDP (current US$) [NY.GDP.MKTP.CD],2010,1675615519484.96
IN,GDP (current US$) [NY.GDP.MKTP.CD],2009,1341888016994.9
IN,GDP (current US$) [NY.GDP.MKTP.CD],2008,1198895139005.92
IN,GDP (current US$) [NY.GDP.MKTP.CD],2007,1216736438834.96
IN,GDP (current US$) [NY.GDP.MKTP.CD],2006,940259888787.721
IN,GDP (current US$) [NY.GDP.MKTP.CD],2005,820383763511.445
IN,GDP (current US$) [NY.GDP.MKTP.CD],2004,709152728830.775
IN,GDP (current US$) [NY.GDP.MKTP.CD],2003,607700687237.318
IN,GDP (current US$) [NY.GDP.MKTP.CD],2002,514939140318.756
IN,GDP (current US$) [NY.GDP.MKTP.CD],2001,485440139204.171
IN,GDP (current US$) [NY.GDP.MKTP.CD],2000,468395521654.458
IN,GDP (current US$) [NY.GDP.MKTP.CD],1999,458821052615.79
IN,GDP (current US$) [NY.GDP.MKTP.CD],1998,421351317224.941
IN,GDP (current US$) [NY.GDP.MKTP.CD],1997,415867563592.829
IN,GDP (current US$) [NY.GDP.MKTP.CD],1996,392896866204.516
IN,GDP (current US$) [NY.GDP.MKTP.CD],1995,360281909643.489
IN,GDP (current US$) [NY.GDP.MKTP.CD],1994,327274843459.429
IN,GDP (current US$) [NY.GDP.MKTP.CD],1993,279295648982.529
IN,GDP (current US$) [NY.GDP.MKTP.CD],1992,288208070278.013
IN,GDP (current US$) [NY.GDP.MKTP.CD],1991,270105341879.226
IN,GDP (current US$) [NY.GDP.MKTP.CD],1990,320979026420.035
IN,GDP (current US$) [NY.GDP.MKTP.CD],1989,296042052944.66
IN,GDP (current US$) [NY.GDP.MKTP.CD],1988,296589670895.932
IN,GDP (current US$) [NY.GDP.MKTP.CD],1987,279033584092.223
IN,GDP (current US$) [NY.GDP.MKTP.CD],1986,248985994040.59
IN,GDP (current US$) [NY.GDP.MKTP.CD],1985,232511554840.372
IN,GDP (current US$) [NY.GDP.MKTP.CD],1984,212157645177.652
IN,GDP (current US$) [NY.GDP.MKTP.CD],1983,218262146413.158
IN,GDP (current US$) [NY.GDP.MKTP.CD],1982,200715624830.902
IN,GDP (current US$) [NY.GDP.MKTP.CD],1981,193491368445.573
IN,GDP (current US$) [NY.GDP.MKTP.CD],1980,186328579302.068
IN,GDP (current US$) [NY.GDP.MKTP.CD],1979,152995442497.709
IN,GDP (current US$) [NY.GDP.MKTP.CD],1978,137302319828.995
IN,GDP (current US$) [NY.GDP.MKTP.CD],1977,121486641441.309
IN,GDP (current US$) [NY.GDP.MKTP.CD],1976,102716451979.68
IN,GDP (current US$) [NY.GDP.MKTP.CD],1975,98473832017.3242
IN,GDP (current US$) [NY.GDP.MKTP.CD],1974,99526597933.6331
IN,GDP per capita (current US$) [NY.GDP.PCAP.CD],2023,2484.8454294403
IN,GDP per capita (current US$) [NY.GDP.PCAP.CD],2022,2366.30960899931
IN,GDP per capita (current US$) [NY.GDP.PCAP.CD],2021,2250.1790176424
IN,GDP per capita (current US$) [NY.GDP.PCAP.CD],2020,1915.55158799947
IN,GDP per capita (current US$) [NY.GDP.PCAP.CD],2019,2050.16380022056
IN,GDP per capita (current US$) [NY.GDP.PCAP.CD],2018,1974.37773145023
IN,GDP per capita (current US$) [NY.GDP.PCAP.CD],2017,1957.96981331058
IN,GDP per capita (current US$) [NY.GDP.PCAP.CD],2016,1714.27953738629
IN,GDP per capita (current US$) [NY.GDP.PCAP.CD],2015,1590.17433134297
IN,GDP per capita (current US$) [NY.GDP.PCAP.CD],2014,1559.86377864962
IN,GDP per capita (current US$) [NY.GDP.PCAP.CD],2013,1438.05700503424
IN,GDP per capita (current US$) [NY.GDP.PCAP.CD],2012,1434.01798692108
IN,GDP per capita (current US$) [NY.GDP.PCAP.CD],2011,1449.60330101112
IN,GDP per capita (current US$) [NY.GDP.PCAP.CD],2010,1350.63447029137
IN,GDP per capita (current US$) [NY.GDP.PCAP.CD],2009,1096.63613606381
IN,GDP per capita (current US$) [NY.GDP.PCAP.CD],2008,993.503405259298
IN,GDP per capita (current US$) [NY.GDP.PCAP.CD],2007,1022.73246703925
IN,GDP per capita (current US$) [NY.GDP.PCAP.CD],2006,802.01374204361
IN,GDP per capita (current US$) [NY.GDP.PCAP.CD],2005,710.511222493062
IN,GDP per capita (current US$) [NY.GDP.PCAP.CD],2004,624.108803038152
IN,GDP per capita (current US$) [NY.GDP.PCAP.CD],2003,543.845053399477
IN,GDP per capita (current US$) [NY.GDP.PCAP.CD],2002,468.845513103988
IN,GDP per capita (current US$) [NY.GDP.PCAP.CD],2001,449.910313665362
IN,GDP per capita (current US$) [NY.GDP.PCAP.CD],2000,442.03533042158
IN,GDP per capita (current US$) [NY.GDP.PCAP.CD],1999,440.962065164669
IN,GDP per capita (current US$) [NY.GDP.PCAP.CD],1998,412.509354123275
IN,GDP per capita (current US$) [NY.GDP.PCAP.CD],1997,414.898679748919
IN,GDP per capita (current US$) [NY.GDP.PCAP.CD],1996,399.577312178982
IN,GDP per capita (current US$) [NY.GDP.PCAP.CD],1995,373.628235651141
IN,GDP per capita (current US$) [NY.GDP.PCAP.CD],1994,346.226610189499
IN,GDP per capita (current US$) [NY.GDP.PCAP.CD],1993,301.50079120851
IN,GDP per capita (current US$) [NY.GDP.PCAP.CD],1992,317.558738700794
IN,GDP per capita (current US$) [NY.GDP.PCAP.CD],1991,303.850437957407
IN,GDP per capita (current US$) [NY.GDP.PCAP.CD],1990,368.749759408129
IN,GDP per capita (current US$) [NY.GDP.PCAP.CD],1989,347.462029998068
IN,GDP per capita (current US$) [NY.GDP.PCAP.CD],1988,355.738409768732
IN,GDP per capita (current US$) [NY.GDP.PCAP.CD],1987,342.071923724964
IN,GDP per capita (current US$) [NY.GDP.PCAP.CD],1986,312.059843942513
IN,GDP per capita (current US$) [NY.GDP.PCAP.CD],1985,297.999248705447
IN,GDP per capita (current US$) [NY.GDP.PCAP.CD],1984,278.095415220662
IN,GDP per capita (current US$) [NY.GDP.PCAP.CD],1983,292.644647182024
IN,GDP per capita (current US$) [NY.GDP.PCAP.CD],1982,275.266085855139
IN,GDP per capita (current US$) [NY.GDP.PCAP.CD],1981,271.426149209154
IN,GDP per capita (current US$) [NY.GDP.PCAP.CD],1980,267.395219989594
IN,GDP per capita (current US$) [NY.GDP.PCAP.CD],1979,224.580999112198
IN,GDP per capita (current US$) [NY.GDP.PCAP.CD],1978,206.076787850271
IN,GDP per capita (current US$) [NY.GDP.PCAP.CD],1977,186.419089544981
IN,GDP per capita (current US$) [NY.GDP.PCAP.CD],1976,161.136118369411
IN,GDP per capita (current US$) [NY.GDP.PCAP.CD],1975,157.931045846552
IN,GDP per capita (current US$) [NY.GDP.PCAP.CD],1974,163.232761704578
IN,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",2023,4.172
IN,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",2022,4.822
IN,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",2021,6.38
IN,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",2020,7.859
IN,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",2019,6.51
IN,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",2018,7.652
IN,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",2017,7.723
IN,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",2016,7.8
IN,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",2015,7.894
IN,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",2014,7.992
IN,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",2013,8.088
IN,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",2012,8.156
IN,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",2011,8.222
IN,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",2010,8.318
IN,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",2009,8.406
IN,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",2008,8.486
IN,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",2007,8.534
IN,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",2006,8.614
IN,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",2005,8.697
IN,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",2004,8.551
IN,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",2003,8.397
IN,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",2002,8.248
IN,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",2001,8.039
IN,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",2000,7.856
IN,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",1999,7.682
IN,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",1998,7.517
IN,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",1997,7.335
IN,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",1996,7.147
IN,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",1995,6.99
IN,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",1994,6.828
IN,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",1993,6.859
IN,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",1992,6.853
IN,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",1991,6.85
IN,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",1990,
IN,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",1989,
IN,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",1988,
IN,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",1987,
IN,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",1986,
IN,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",1985,
IN,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",1984,
IN,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",1983,
IN,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",1982,
IN,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",1981,
IN,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",1980,
IN,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",1979,
IN,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",1978,
IN,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",1977,
IN,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",1976,
IN,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",1975,
IN,"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",1974,
IN,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",2023,5.64914318907925
IN,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",2022,6.69903414079852
IN,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",2021,5.13140747176369
IN,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",2020,6.62343677628535
IN,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",2019,3.72950573539129
IN,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",2018,3.9388264669163
