country,indicator_value,year,value
ZA,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",1998,6.88054637817278
ZA,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",1997,8.59778263173693
ZA,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",1996,7.35411338706952
ZA,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",1995,8.68044422624465
ZA,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",1994,8.93852493545717
ZA,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",1993,9.71746732988991
ZA,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",1992,13.8746803836056
ZA,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",1991,15.334802353322
ZA,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",1990,14.320955727722
ZA,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",1989,14.730918284745
ZA,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",1988,12.7795448229905
ZA,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",1987,16.1605814426616
ZA,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",1986,18.6549189263064
ZA,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",1985,16.2942269399101
ZA,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",1984,11.5264813036767
ZA,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",1983,12.3032071438236
ZA,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",1982,14.6390324191597
ZA,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",1981,15.2542442656565
ZA,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",1980,13.6602406858852
ZA,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",1979,13.2936586533206
ZA,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",1978,11.1356076531848
ZA,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",1977,11.1519640869288
ZA,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",1976,11.0203906361099
ZA,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",1975,13.4259418678705
ZA,"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",1974,11.7241259217023
ZA,"GNI per capita, Atlas method (current US$) [NY.GNP.PCAP.CD]",2023,6750.0
ZA,"GNI per capita, Atlas method (current US$) [NY.GNP.PCAP.CD]",2022,6780.0
ZA,"GNI per capita, Atlas method (current US$) [NY.GNP.PCAP.CD]",2021,6540.0
ZA,"GNI per capita, Atlas method (current US$) [NY.GNP.PCAP.CD]",2020,6110.0
ZA,"GNI per capita, Atlas method (current US$) [NY.GNP.PCAP.CD]",2019,6740.0
ZA,"GNI per capita, Atlas method (current US$) [NY.GNP.PCAP.CD]",2018,6390.0
ZA,"GNI per capita, Atlas method (current US$) [NY.GNP.PCAP.CD]",2017,5950.0
ZA,"GNI per capita, Atlas method (current US$) [NY.GNP.PCAP.CD]",2016,5960.0
ZA,"GNI per capita, Atlas method (current US$) [NY.GNP.PCAP.CD]",2015,6550.0
ZA,"GNI per capita, Atlas method (current US$) [NY.GNP.PCAP.CD]",2014,7340.0
ZA,"GNI per capita, Atlas method (current US$) [NY.GNP.PCAP.CD]",2013,8050.0
ZA,"GNI per capita, Atlas method (current US$) [NY.GNP.PCAP.CD]",2012,8320.0
ZA,"GNI per capita, Atlas method (current US$) [NY.GNP.PCAP.CD]",2011,7700.0
ZA,"GNI per capita, Atlas method (current US$) [NY.GNP.PCAP.CD]",2010,6810.0
ZA,"GNI per capita, Atlas method (current US$) [NY.GNP.PCAP.CD]",2009,6420.0
ZA,"GNI per capita, Atlas method (current US$) [NY.GNP.PCAP.CD]",2008,6560.0
ZA,"GNI per capita, Atlas method (current US$) [NY.GNP.PCAP.CD]",2007,6510.0
ZA,"GNI per capita, Atlas method (current US$) [NY.GNP.PCAP.CD]",2006,6180.0
ZA,"GNI per capita, Atlas method (current US$) [NY.GNP.PCAP.CD]",2005,5480.0
ZA,"GNI per capita, Atlas method (current US$) [NY.GNP.PCAP.CD]",2004,4070.0
ZA,"GNI per capita, Atlas method (current US$) [NY.GNP.PCAP.CD]",2003,3180.0
ZA,"GNI per capita, Atlas method (current US$) [NY.GNP.PCAP.CD]",2002,2890.0
ZA,"GNI per capita, Atlas method (current US$) [NY.GNP.PCAP.CD]",2001,3080.0
ZA,"GNI per capita, Atlas method (current US$) [NY.GNP.PCAP.CD]",2000,3280.0
ZA,"GNI per capita, Atlas method (current US$) [NY.GNP.PCAP.CD]",1999,3330.0
ZA,"GNI per capita, Atlas method (current US$) [NY.GNP.PCAP.CD]",1998,3420.0
ZA,"GNI per capita, Atlas method (current US$) [NY.GNP.PCAP.CD]",1997,3790.0
ZA,"GNI per capita, Atlas method (current US$) [NY.GNP.PCAP.CD]",1996,3830.0
ZA,"GNI per capita, Atlas method (current US$) [NY.GNP.PCAP.CD]",1995,3780.0
ZA,"GNI per capita, Atlas method (current US$) [NY.GNP.PCAP.CD]",1994,3610.0
ZA,"GNI per capita, Atlas method (current US$) [NY.GNP.PCAP.CD]",1993,3440.0
ZA,"GNI per capita, Atlas method (current US$) [NY.GNP.PCAP.CD]",1992,3290.0
ZA,"GNI per capita, Atlas method (current US$) [NY.GNP.PCAP.CD]",1991,3020.0
ZA,"GNI per capita, Atlas method (current US$) [NY.GNP.PCAP.CD]",1990,2890.0
ZA,"GNI per capita, Atlas method (current US$) [NY.GNP.PCAP.CD]",1989,2880.0
ZA,"GNI per capita, Atlas method (current US$) [NY.GNP.PCAP.CD]",1988,2730.0
ZA,"GNI per capita, Atlas method (current US$) [NY.GNP.PCAP.CD]",1987,2290.0
ZA,"GNI per capita, Atlas method (current US$) [NY.GNP.PCAP.CD]",1986,2090.0
ZA,"GNI per capita, Atlas method (current US$) [NY.GNP.PCAP.CD]",1985,2270.0
ZA,"GNI per capita, Atlas method (current US$) [NY.GNP.PCAP.CD]",1984,2640.0
ZA,"GNI per capita, Atlas method (current US$) [NY.GNP.PCAP.CD]",1983,2700.0
ZA,"GNI per capita, Atlas method (current US$) [NY.GNP.PCAP.CD]",1982,2940.0
ZA,"GNI per capita, Atlas method (current US$) [NY.GNP.PCAP.CD]",1981,3050.0
ZA,"GNI per capita, Atlas method (current US$) [NY.GNP.PCAP.CD]",1980,2660.0
ZA,"GNI per capita, Atlas method (current US$) [NY.GNP.PCAP.CD]",1979,2080.0
ZA,"GNI per capita, Atlas method (current US$) [NY.GNP.PCAP.CD]",1978,1750.0
ZA,"GNI per capita, Atlas method (current US$) [NY.GNP.PCAP.CD]",1977,1650.0
ZA,"GNI per capita, Atlas method (current US$) [NY.GNP.PCAP.CD]",1976,1720.0
ZA,"GNI per capita, Atlas method (current US$) [NY.GNP.PCAP.CD]",1975,1790.0
ZA,"GNI per capita, Atlas method (current US$) [NY.GNP.PCAP.CD]",1974,1570.0
ZA,"External debt stocks, total (DOD, current US$) [DT.DOD.DECT.CD]",2023,
ZA,"External debt stocks, total (DOD, current US$) [DT.DOD.DECT.CD]",2022,172133201547.7
ZA,"External debt stocks, total (DOD, current US$) [DT.DOD.DECT.CD]",2021,169438155531.1
ZA,"External debt stocks, total (DOD, current US$) [DT.DOD.DECT.CD]",2020,175416994458.7
ZA,"External debt stocks, total (DOD, current US$) [DT.DOD.DECT.CD]",2019,190737952304.8
ZA,"External debt stocks, total (DOD, current US$) [DT.DOD.DECT.CD]",2018,180183961226.0
ZA,"External debt stocks, total (DOD, current US$) [DT.DOD.DECT.CD]",2017,175013606856.1
ZA,"External debt stocks, total (DOD, current US$) [DT.DOD.DECT.CD]",2016,144048128970.8
ZA,"External debt stocks, total (DOD, current US$) [DT.DOD.DECT.CD]",2015,127741439982.3
ZA,"External debt stocks, total (DOD, current US$) [DT.DOD.DECT.CD]",2014,149317852206.3
ZA,"External debt stocks, total (DOD, current US$) [DT.DOD.DECT.CD]",2013,141639140528.1
ZA,"External debt stocks, total (DOD, current US$) [DT.DOD.DECT.CD]",2012,147959953649.6
ZA,"External debt stocks, total (DOD, current US$) [DT.DOD.DECT.CD]",2011,124137231364.7
ZA,"External debt stocks, total (DOD, current US$) [DT.DOD.DECT.CD]",2010,115321955835.8
ZA,"External debt stocks, total (DOD, current US$) [DT.DOD.DECT.CD]",2009,84376757970.0
ZA,"External debt stocks, total (DOD, current US$) [DT.DOD.DECT.CD]",2008,74274060700.8
ZA,"External debt stocks, total (DOD, current US$) [DT.DOD.DECT.CD]",2007,72806266042.2
ZA,"External debt stocks, total (DOD, current US$) [DT.DOD.DECT.CD]",2006,57942874011.2
ZA,"External debt stocks, total (DOD, current US$) [DT.DOD.DECT.CD]",2005,45092242706.5
ZA,"External debt stocks, total (DOD, current US$) [DT.DOD.DECT.CD]",2004,44011450239.9
ZA,"External debt stocks, total (DOD, current US$) [DT.DOD.DECT.CD]",2003,40112300679.1
ZA,"External debt stocks, total (DOD, current US$) [DT.DOD.DECT.CD]",2002,35100005788.3
ZA,"External debt stocks, total (DOD, current US$) [DT.DOD.DECT.CD]",2001,25680208730.5
ZA,"External debt stocks, total (DOD, current US$) [DT.DOD.DECT.CD]",2000,26668247021.2
ZA,"External debt stocks, total (DOD, current US$) [DT.DOD.DECT.CD]",1999,25719837975.8
ZA,"External debt stocks, total (DOD, current US$) [DT.DOD.DECT.CD]",1998,26014665566.3
ZA,"External debt stocks, total (DOD, current US$) [DT.DOD.DECT.CD]",1997,30633902795.8
ZA,"External debt stocks, total (DOD, current US$) [DT.DOD.DECT.CD]",1996,26050000159.4
ZA,"External debt stocks, total (DOD, current US$) [DT.DOD.DECT.CD]",1995,25357999878.7
ZA,"External debt stocks, total (DOD, current US$) [DT.DOD.DECT.CD]",1994,21670999666.0
ZA,"External debt stocks, total (DOD, current US$) [DT.DOD.DECT.CD]",1993,
ZA,"External debt stocks, total (DOD, current US$) [DT.DOD.DECT.CD]",1992,
ZA,"External debt stocks, total (DOD, current US$) [DT.DOD.DECT.CD]",1991,
ZA,"External debt stocks, total (DOD, current US$) [DT.DOD.DECT.CD]",1990,
ZA,"External debt stocks, total (DOD, current US$) [DT.DOD.DECT.CD]",1989,
ZA,"External debt stocks, total (DOD, current US$) [DT.DOD.DECT.CD]",1988,
ZA,"External debt stocks, total (DOD, current US$) [DT.DOD.DECT.CD]",1987,
ZA,"External debt stocks, total (DOD, current US$) [DT.DOD.DECT.CD]",1986,
ZA,"External debt stocks, total (DOD, current US$) [DT.DOD.DECT.CD]",1985,
ZA,"External debt stocks, total (DOD, current US$) [DT.DOD.DECT.CD]",1984,
ZA,"External debt stocks, total (DOD, current US$) [DT.DOD.DECT.CD]",1983,
ZA,"External debt stocks, total (DOD, current US$) [DT.DOD.DECT.CD]",1982,
ZA,"External debt stocks, total (DOD, current US$) [DT.DOD.DECT.CD]",1981,
ZA,"External debt stocks, total (DOD, current US$) [DT.DOD.DECT.CD]",1980,
ZA,"External debt stocks, total (DOD, current US$) [DT.DOD.DECT.CD]",1979,
ZA,"External debt stocks, total (DOD, current US$) [DT.DOD.DECT.CD]",1978,
ZA,"External debt stocks, total (DOD, current US$) [DT.DOD.DECT.CD]",1977,
ZA,"External debt stocks, total (DOD, current US$) [DT.DOD.DECT.CD]",1976,
ZA,"External debt stocks, total (DOD, current US$) [DT.DOD.DECT.CD]",1975,
ZA,"External debt stocks, total (DOD, current US$) [DT.DOD.DECT.CD]",1974,
ZA,"Central government debt, total (% of GDP) [GC.DOD.TOTL.GD.ZS]",2023,
ZA,"Central government debt, total (% of GDP) [GC.DOD.TOTL.GD.ZS]",2022,76.54746786119
ZA,"Central government debt, total (% of GDP) [GC.DOD.TOTL.GD.ZS]",2021,73.9416188564443
ZA,"Central government debt, total (% of GDP) [GC.DOD.TOTL.GD.ZS]",2020,75.6546076467859
ZA,"Central government debt, total (% of GDP) [GC.DOD.TOTL.GD.ZS]",2019,64.5892781351104
ZA,"Central government debt, total (% of GDP) [GC.DOD.TOTL.GD.ZS]",2018,59.1023114070608
ZA,"Central government debt, total (% of GDP) [GC.DOD.TOTL.GD.ZS]",2017,56.2597208390879
ZA,"Central government debt, total (% of GDP) [GC.DOD.TOTL.GD.ZS]",2016,53.7387913884354
ZA,"Central government debt, total (% of GDP) [GC.DOD.TOTL.GD.ZS]",2015,52.6511572360833
ZA,"Central government debt, total (% of GDP) [GC.DOD.TOTL.GD.ZS]",2014,
ZA,"Central government debt, total (% of GDP) [GC.DOD.TOTL.GD.ZS]",2013,
ZA,"Central government debt, total (% of GDP) [GC.DOD.TOTL.GD.ZS]",2012,
ZA,"Central government debt, total (% of GDP) [GC.DOD.TOTL.GD.ZS]",2011,
ZA,"Central government debt, total (% of GDP) [GC.DOD.TOTL.GD.ZS]",2010,
ZA,"Central government debt, total (% of GDP) [GC.DOD.TOTL.GD.ZS]",2009,
ZA,"Central government debt, total (% of GDP) [GC.DOD.TOTL.GD.ZS]",2008,
ZA,"Central government debt, total (% of GDP) [GC.DOD.TOTL.GD.ZS]",2007,
ZA,"Central government debt, total (% of GDP) [GC.DOD.TOTL.GD.ZS]",2006,
ZA,"Central government debt, total (% of GDP) [GC.DOD.TOTL.GD.ZS]",2005,
ZA,"Central government debt, total (% of GDP) [GC.DOD.TOTL.GD.ZS]",2004,
ZA,"Central government debt, total (% of GDP) [GC.DOD.TOTL.GD.ZS]",2003,
ZA,"Central government debt, total (% of GDP) [GC.DOD.TOTL.GD.ZS]",2002,
ZA,"Central government debt, total (% of GDP) [GC.DOD.TOTL.GD.ZS]",2001,
ZA,"Central government debt, total (% of GDP) [GC.DOD.TOTL.GD.ZS]",2000,39.6390583837328
ZA,"Central government debt, total (% of GDP) [GC.DOD.TOTL.GD.ZS]",1999,42.1780316027359
ZA,"Central government debt, total (% of GDP) [GC.DOD.TOTL.GD.ZS]",1998,44.6542617733798
ZA,"Central government debt, total (% of GDP) [GC.DOD.TOTL.GD.ZS]",1997,43.1755459966557
ZA,"Central government debt, total (% of GDP) [GC.DOD.TOTL.GD.ZS]",1996,44.2298759185659
ZA,"Central government debt, total (% of GDP) [GC.DOD.TOTL.GD.ZS]",1995,44.8686189886337
ZA,"Central government debt, total (% of GDP) [GC.DOD.TOTL.GD.ZS]",1994,44.8169697430772
ZA,"Central government debt, total (% of GDP) [GC.DOD.TOTL.GD.ZS]",1993,39.9507720898509
ZA,"Central government debt, total (% of GDP) [GC.DOD.TOTL.GD.ZS]",1992,36.9022310979407
ZA,"Central government debt, total (% of GDP) [GC.DOD.TOTL.GD.ZS]",1991,33.9135908287352
ZA,"Central government debt, total (% of GDP) [GC.DOD.TOTL.GD.ZS]",1990,32.3971949577925
ZA,"Central government debt, total (% of GDP) [GC.DOD.TOTL.GD.ZS]",1989,
ZA,"Central government debt, total (% of GDP) [GC.DOD.TOTL.GD.ZS]",1988,
ZA,"Central government debt, total (% of GDP) [GC.DOD.TOTL.GD.ZS]",1987,
ZA,"Central government debt, total (% of GDP) [GC.DOD.TOTL.GD.ZS]",1986,
ZA,"Central government debt, total (% of GDP) [GC.DOD.TOTL.GD.ZS]",1985,
ZA,"Central government debt, total (% of GDP) [GC.DOD.TOTL.GD.ZS]",1984,
ZA,"Central government debt, total (% of GDP) [GC.DOD.TOTL.GD.ZS]",1983,
ZA,"Central government debt, total (% of GDP) [GC.DOD.TOTL.GD.ZS]",1982,
ZA,"Central government debt, total (% of GDP) [GC.DOD.TOTL.GD.ZS]",1981,
ZA,"Central government debt, total (% of GDP) [GC.DOD.TOTL.GD.ZS]",1980,
ZA,"Central government debt, total (% of GDP) [GC.DOD.TOTL.GD.ZS]",1979,
ZA,"Central government debt, total (% of GDP) [GC.DOD.TOTL.GD.ZS]",1978,
ZA,"Central government debt, total (% of GDP) [GC.DOD.TOTL.GD.ZS]",1977,
ZA,"Central government debt, total (% of GDP) [GC.DOD.TOTL.GD.ZS]",1976,
ZA,"Central government debt, total (% of GDP) [GC.DOD.TOTL.GD.ZS]",1975,
ZA,"Central government debt, total (% of GDP) [GC.DOD.TOTL.GD.ZS]",1974,
ZA,External balance on goods and services (current US$) [NE.RSB.GNFS.CD],2023,1223182495.58109
ZA,External balance on goods and services (current US$) [NE.RSB.GNFS.CD],2022,8170893220.91608
ZA,External balance on goods and services (current US$) [NE.RSB.GNFS.CD],2021,25786894132.2086
ZA,External balance on goods and services (current US$) [NE.RSB.GNFS.CD],2020,14776092041.4567
ZA,External balance on goods and services (current US$) [NE.RSB.GNFS.CD],2019,1971031573.19478
ZA,External balance on goods and services (current US$) [NE.RSB.GNFS.CD],2018,2060869011.96213
ZA,External balance on goods and services (current US$) [NE.RSB.GNFS.CD],2017,4364612608.82302
ZA,External balance on goods and services (current US$) [NE.RSB.GNFS.CD],2016,1459108010.17078
ZA,External balance on goods and services (current US$) [NE.RSB.GNFS.CD],2015,-4505144658.72462
ZA,External balance on goods and services (current US$) [NE.RSB.GNFS.CD],2014,-5711637794.62211
ZA,External balance on goods and services (current US$) [NE.RSB.GNFS.CD],2013,-8484620142.58771
ZA,External balance on goods and services (current US$) [NE.RSB.GNFS.CD],2012,-5665968002.04631
ZA,External balance on goods and services (current US$) [NE.RSB.GNFS.CD],2011,3482071046.22255
ZA,External balance on goods and services (current US$) [NE.RSB.GNFS.CD],2010,4844542605.04599
ZA,External balance on goods and services (current US$) [NE.RSB.GNFS.CD],2009,1246330694.33636
ZA,External balance on goods and services (current US$) [NE.RSB.GNFS.CD],2008,-4631880776.00617
ZA,External balance on goods and services (current US$) [NE.RSB.GNFS.CD],2007,-4020941427.44911
ZA,External balance on goods and services (current US$) [NE.RSB.GNFS.CD],2006,-4775569075.84956
ZA,External balance on goods and services (current US$) [NE.RSB.GNFS.CD],2005,-659346396.348797
ZA,External balance on goods and services (current US$) [NE.RSB.GNFS.CD],2004,-328808195.683603
ZA,External balance on goods and services (current US$) [NE.RSB.GNFS.CD],2003,4150567322.19403
ZA,External balance on goods and services (current US$) [NE.RSB.GNFS.CD],2002,4384888471.37684
ZA,External balance on goods and services (current US$) [NE.RSB.GNFS.CD],2001,4797436597.0468
ZA,External balance on goods and services (current US$) [NE.RSB.GNFS.CD],2000,3927186668.02693
ZA,External balance on goods and services (current US$) [NE.RSB.GNFS.CD],1999,3454792581.50115
ZA,External balance on goods and services (current US$) [NE.RSB.GNFS.CD],1998,1534110765.65531
ZA,External balance on goods and services (current US$) [NE.RSB.GNFS.CD],1997,1723321503.08531
ZA,External balance on goods and services (current US$) [NE.RSB.GNFS.CD],1996,2204054613.84968
ZA,External balance on goods and services (current US$) [NE.RSB.GNFS.CD],1995,1026444100.42775
ZA,External balance on goods and services (current US$) [NE.RSB.GNFS.CD],1994,3045794213.01916
ZA,External balance on goods and services (current US$) [NE.RSB.GNFS.CD],1993,6080039366.63298
ZA,External balance on goods and services (current US$) [NE.RSB.GNFS.CD],1992,5274167658.36353
ZA,External balance on goods and services (current US$) [NE.RSB.GNFS.CD],1991,5137769504.74683
ZA,External balance on goods and services (current US$) [NE.RSB.GNFS.CD],1990,6132598158.4813
ZA,External balance on goods and services (current US$) [NE.RSB.GNFS.CD],1989,5093650495.27639
ZA,External balance on goods and services (current US$) [NE.RSB.GNFS.CD],1988,5982490186.79832
ZA,External balance on goods and services (current US$) [NE.RSB.GNFS.CD],1987,8506247197.36861
ZA,External balance on goods and services (current US$) [NE.RSB.GNFS.CD],1986,5755718081.84743
ZA,External balance on goods and services (current US$) [NE.RSB.GNFS.CD],1985,5064892817.48124
ZA,External balance on goods and services (current US$) [NE.RSB.GNFS.CD],1984,1361778160.98265
ZA,External balance on goods and services (current US$) [NE.RSB.GNFS.CD],1983,3155013014.98968
ZA,External balance on goods and services (current US$) [NE.RSB.GNFS.CD],1982,-314970492.238096
ZA,External balance on goods and services (current US$) [NE.RSB.GNFS.CD],1981,-1663667886.30995
ZA,External balance on goods and services (current US$) [NE.RSB.GNFS.CD],1980,6468644152.66925
ZA,External balance on goods and services (current US$) [NE.RSB.GNFS.CD],1979,5282516035.78525
ZA,External balance on goods and services (current US$) [NE.RSB.GNFS.CD],1978,3044050761.01269
ZA,External balance on goods and services (current US$) [NE.RSB.GNFS.CD],1977,1974550493.63762
ZA,External balance on goods and services (current US$) [NE.RSB.GNFS.CD],1976,-433550108.387527
ZA,External balance on goods and services (current US$) [NE.RSB.GNFS.CD],1975,-911416779.804951
ZA,External balance on goods and services (current US$) [NE.RSB.GNFS.CD],1974,-201625662.090108
ZA,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",2023,
ZA,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",2022,61.48
ZA,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",2021,62.341
ZA,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",2020,65.252
ZA,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",2019,66.175
ZA,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",2018,65.674
ZA,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",2017,65.402
ZA,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",2016,64.747
ZA,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",2015,63.95
ZA,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",2014,63.38
ZA,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",2013,62.533
ZA,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",2012,61.846
ZA,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",2011,60.651
ZA,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",2010,58.899
ZA,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",2009,57.447
ZA,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",2008,56.022
ZA,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",2007,54.992
ZA,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",2006,54.278
ZA,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",2005,53.98
ZA,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",2004,54.043
ZA,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",2003,54.331
ZA,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",2002,55.666
ZA,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",2001,57.261
ZA,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",2000,58.47
ZA,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",1999,59.241
ZA,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",1998,60.001
ZA,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",1997,60.805
ZA,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",1996,61.459
ZA,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",1995,62.262
ZA,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",1994,62.612
ZA,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",1993,63.045
ZA,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",1992,63.341
ZA,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",1991,63.265
ZA,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",1990,63.375
ZA,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",1989,63.31
ZA,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",1988,63.345
ZA,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",1987,63.041
ZA,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",1986,62.912
ZA,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",1985,62.38
ZA,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",1984,61.907
ZA,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",1983,61.465
ZA,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",1982,60.933
ZA,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",1981,60.364
ZA,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",1980,59.813
ZA,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",1979,59.395
ZA,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",1978,58.979
ZA,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",1977,58.492
ZA,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",1976,58.006
ZA,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",1975,57.512
ZA,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",1974,57.117
ZA,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",2023,
ZA,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",2022,9194808415.59228
ZA,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",2021,40658789144.9382
ZA,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",2020,3153552569.39325
ZA,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",2019,5116098443.48715
ZA,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",2018,5569462350.15205
ZA,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",2017,2058579911.05235
ZA,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",2016,2215307020.39541
ZA,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",2015,1521139945.30532
ZA,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",2014,5791659020.09998
ZA,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",2013,8232518815.62083
ZA,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",2012,4626029122.40007
ZA,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",2011,4139289122.68737
ZA,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",2010,3693271715.48139
ZA,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",2009,7624489973.88189
ZA,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",2008,9885001293.44358
ZA,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",2007,6586792253.1097
ZA,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",2006,623291744.343521
ZA,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",2005,6522098178.18051
ZA,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",2004,701422007.629779
ZA,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",2003,783136092.25814
ZA,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",2002,1479804588.75227
ZA,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",2001,7270344986.4768
ZA,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",2000,968831355.959091
ZA,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",1999,1503332454.41012
ZA,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",1998,550338595.971811
